component,description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id
410,"""The progression of the pituitary gland over time from its initial formation until its mature state. The pituitary gland is an endocrine gland that secretes hormones that regulate many other glands."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",20206,16230,3,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",pituitary gland development,GO:0021983,0.04002376740172522,"['GO:0021536', 'GO:0035270', 'GO:0048732']",0.01675977653631285,query_1,179,0.07692307692307693,True,GO:BP,39,6107,20
411,"""The directed movement of potassium ions from outside of a cell, across the plasma membrane and into the cytosol."" [PMID:9139127]",20206,33499,3,"[[], [], [], [], [], [], [], [], [], [], ['IBA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['NAS'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IBA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",potassium ion import across plasma membrane,GO:1990573,0.04002376740172522,"['GO:0071805', 'GO:0098659']",0.01675977653631285,query_1,179,0.07692307692307693,True,GO:BP,39,23376,1
414,"""The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature."" [CL:0000540, GOC:go_curators]",20206,10540,6,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], []]",neuron migration,GO:0001764,0.04046074206264781,"['GO:0016477', 'GO:0048699']",0.0335195530726257,query_1,179,0.03389830508474576,True,GO:BP,177,417,1
419,"""Any process that activates or increases the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]",20206,17426,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], [], [], [], [], [], [], []]",positive regulation of interleukin-6 production,GO:0032755,0.04261152989808255,"['GO:0001819', 'GO:0032635', 'GO:0032675']",0.0223463687150838,query_1,179,0.05063291139240506,True,GO:BP,79,7303,22
425,"""The regionalization process that creates areas within the forebrain that will direct the behavior of cell migration in differentiation as the telencephalon develops."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mgi_curators]",20206,16225,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",telencephalon regionalization,GO:0021978,0.044501980072962535,"['GO:0003002', 'GO:0021537', 'GO:0021871']",0.0111731843575419,query_1,179,0.15384615384615385,True,GO:BP,13,6102,1
427,"""The series of molecular signals initiated by activation of a ligand-gated ion channel on the surface of a cell. The pathway begins with binding of an extracellular ligand to a ligand-gated ion channel and ends with a molecular function that directly regulates a downstream cellular process, e.g. transcription."" [GOC:bhm, PMID:25869137]",20206,33573,3,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'ISO', 'IEA'], [], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",ligand-gated ion channel signaling pathway,GO:1990806,0.044501980072962535,['GO:0007165'],0.01675977653631285,query_1,179,0.07317073170731707,True,GO:BP,41,23450,1
435,"""Any biological process involved in the maintenance of an internal steady state. Homeostasis allows cells and organisms to maintain stable internal conditions despite varying external conditions."" [PMID:26265027]",20206,19721,23,"[[], [], ['IDA', 'IMP', 'TAS'], [], [], [], [], [], [], [], ['IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'ISS', 'IEA'], [], [], [], [], ['IEA'], [], [], ['IEA'], [], [], [], [], [], [], [], [], ['ISS', 'IBA'], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], ['IDA', 'IEA'], [], ['ISS'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'IGI', 'IBA', 'NAS'], [], [], [], ['IDA'], [], [], [], ['ISS'], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], ['ISS', 'IEA'], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], ['IEA'], [], [], [], [], [], []]",homeostatic process,GO:0042592,0.04837166188244801,['GO:0008150'],0.12849162011173185,query_1,179,0.01547779273216689,True,GO:BP,1486,9598,1
440,"""The series of events involved in the perception of pain in which a mechanical stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos]",20206,22666,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",detection of mechanical stimulus involved in sensory perception of pain,GO:0050966,0.049766319965430815,"['GO:0019233', 'GO:0050974']",0.0111731843575419,query_1,179,0.14285714285714285,True,GO:BP,14,12543,23
442,"""The developmental process pertaining to the initial formation of a heart valve from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable."" [GOC:mtg_heart]",20206,11684,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], []]",heart valve formation,GO:0003188,0.049766319965430815,"['GO:0003179', 'GO:0048646']",0.0111731843575419,query_1,179,0.14285714285714285,True,GO:BP,14,1561,1
444,"""The series of molecular signals generated as a consequence of a serotonin receptor binding to one of its physiological ligands."" [GOC:mah]",20206,12752,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IBA', 'TAS'], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",serotonin receptor signaling pathway,GO:0007210,0.049766319965430815,"['GO:0007165', 'GO:1903351']",0.0111731843575419,query_1,179,0.14285714285714285,True,GO:BP,14,2629,1
445,"""The process in which segments assume individual identities; exemplified in insects by the actions of the products of the homeotic genes."" [http://fly.ebi.ac.uk/allied-data/lk/interactive-fly/aimain/1aahome.htm, ISBN:0879694238]",20206,12866,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",segment specification,GO:0007379,0.049766319965430815,"['GO:0007389', 'GO:0035282']",0.0111731843575419,query_1,179,0.14285714285714285,True,GO:BP,14,2743,1
